director_name,genres,actor_1_name,movie_title,imdb_score,title_year
Nicholas Hytner,Comedy|Drama,Dominic Cooper,The History Boys,5.7,2006
Nicholas Hytner,Comedy|Drama|Romance,Liam Aiken,The Object of My Affection,6.5,1998
Nicholas Hytner,Drama|Music|Romance,Amanda Schull,Center Stage,6.6,2000
Nicholas Jarecki,Drama|Thriller,Nate Parker,Arbitrage,6.3,2012
Nicholas Meyer,Action|Adventure|Sci-Fi,Leonard Nimoy,Star Trek II: The Wrath of Khan,6.4,1982
Nicholas Meyer,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,Star Trek VI: The Undiscovered Country,7,1991
Nicholas Ray,Action|Adventure|Drama|History|War,Ava Gardner,55 Days at Peking,6.6,1963
Nicholas Stoller,Comedy,Craig Roberts,Neighbors,6.6,2014
Nicholas Stoller,Comedy|Romance,Alison Brie,The Five-Year Engagement,7,2012
Nicholas Stoller,Comedy|Drama|Romance,Mila Kunis,Forgetting Sarah Marshall,7.1,2008
Nicholas Stoller,Comedy,Chlo Grace Moretz,Neighbors 2: Sorority Rising,7.2,2016
Nicholas Stoller,Comedy|Music,Pink,Get Him to the Greek,7.3,2010
Nicholaus Goossen,Comedy,Linda Cardellini,Grandma's Boy,5.8,2006
Nick Cassavetes,Drama,Jason Patric,My Sister's Keeper,7,2009
Nick Cassavetes,Drama|Romance,Ryan Gosling,The Notebook,7.1,2004
Nick Cassavetes,Crime|Drama|Thriller,Denzel Washington,John Q,7.2,2002
Nick Cassavetes,Comedy|Romance,Don Johnson,The Other Woman,7.3,2014
Nick Gomez,Comedy|Crime|Mystery,Will Ferrell,Drowning Mona,6.6,2000
Nick Hamm,Drama|Horror|Sci-Fi|Thriller,Robert De Niro,Godsend,7,2004
Nick Hurran,Comedy|Drama|Romance,Holly Hunter,Little Black Book,7,2004
Nick Love,Action|Comedy|Drama|Sci-Fi,Eddie Griffin,American Hero,4.8,2015
Nick Love,Action|Crime|Drama,Hayley Atwell,The Sweeney,5.7,2012
Nick Murphy,Horror|Thriller,Isaac Hempstead Wright,The Awakening,5.8,2011
Nick Tomnay,Comedy|Crime|Thriller,David Hyde Pierce,The Perfect Host,4.9,2010
Nickolas Perry,Crime|Drama|Romance,Patrick Renna,Speedway Junky,4.9,1999
Nicolae Constantin Tanase,Drama,Iulia Ciochina,The World Is Mine,3.6,2015
Nicolas Winding Refn,Action|Biography|Crime|Drama,Tom Hardy,Bronson,3.9,2008
Nicolas Winding Refn,Crime|Drama,Ryan Gosling,Only God Forgives,5.8,2013
Nicolas Winding Refn,Horror|Thriller,Keanu Reeves,The Neon Demon,6.1,2016
Nicolas Winding Refn,Crime|Drama,Ryan Gosling,Drive,6.5,2011
Nicole Holofcener,Comedy|Drama|Romance,Aunjanue Ellis,Lovely & Amazing,4.1,2001
Nicole Holofcener,Comedy|Drama|Romance,Kevin Corrigan,Walking and Talking,4.9,1996
Nicole Holofcener,Comedy|Drama,Oliver Platt,Please Give,5.5,2010
Nicole Holofcener,Comedy|Drama|Romance,Greg Germann,Friends with Money,6,2006
Nicole Holofcener,Comedy|Drama|Romance,Christopher Nicholas Smith,Enough Said,6.1,2013
Niels Arden Oplev,Action|Crime|Mystery|Thriller,Michael Nyqvist,Del 1 - Mn som hatar kvinnor,6.4,
Niels Arden Oplev,Action|Crime|Drama|Thriller,Dominic Cooper,Dead Man Down,7,2013
Nigel Cole,Biography|Comedy|Drama|History,Bob Hoskins,Made in Dagenham,6.1,2010
Nigel Cole,Comedy|Drama|Romance,Aimee Garcia,A Lot Like Love,6.9,2005
Niki Caro,Drama|Family,Keisha Castle-Hughes,Whale Rider,5.7,2002
Niki Caro,Biography|Drama|Sport,Morgan Saylor,"""McFarland",6.6,17000000
Niki Caro,Drama,Jeremy Renner,North Country,7,2005
Nils Gaup,Adventure|Family,Bjrn Sundquist,Shipwrecked,6.1,1990
Nima Nourizadeh,Comedy|Crime,Dax Flame,Project X,6.4,2012
Nimrd Antal,Music,James Hetfield,Metallica Through the Never,6.6,2013
Nimrd Antal,Action|Crime|Thriller,Andrew Fiscella,Armored,6.7,2009
Nimrd Antal,Action|Adventure|Sci-Fi|Thriller,Topher Grace,Predators,7.3,2010
Nnegest Likk,Comedy,Mo'Nique,Phat Girlz,5.6,2006
Noah Baumbach,Comedy|Drama,William Baldwin,The Squid and the Whale,5.2,2005
Noah Baumbach,Comedy|Drama|Romance,Greta Gerwig,Frances Ha,5.5,2012
Noah Baumbach,Comedy|Drama,Naomi Watts,While We're Young,6.2,2014
Noah Buschel,Drama,Merritt Wever,The Missing Person,5.3,2009
Noam Murro,Action|Drama|Fantasy|War,Eva Green,300: Rise of an Empire,8.1,2014
Noel Marshall,Adventure|Horror|Thriller,Tippi Hedren,Roar,6.6,1981
Nora Ephron,Biography|Drama|Romance,Meryl Streep,Julie & Julia,7.3,2009
Nora Ephron,Comedy|Crime,Michael Rapaport,Lucky Numbers,7.6,2000
Nora Ephron,Comedy|Drama|Romance,Tom Hanks,You've Got Mail,7.7,1998
Norman Ferguson,Animation|Family|Fantasy|Musical,Mel Blanc,Pinocchio,7.3,1940
Norman Jewison,Drama|Family|Musical|Romance,Topol,Fiddler on the Roof,6.2,1971
Norman Jewison,Drama,Sylvester Stallone,F.I.S.T.,6.3,1978
Norman Jewison,Drama|Thriller,Charlotte Rampling,The Statement,6.9,2003
Norman Jewison,Comedy|Family|Fantasy,Haley Joel Osment,Bogus,7.1,1996
Norman Jewison,Biography|Drama|Sport,Denzel Washington,The Hurricane,7.2,1999
Ol Parker,Drama|Romance,Jeremy Irvine,Now Is Good,4.4,2012
Ol Parker,Comedy|Drama|Romance,Celia Imrie,Imagine Me & You,6.1,2005
Olatunde Osunsanmi,Mystery|Sci-Fi|Thriller,Milla Jovovich,The Fourth Kind,6.2,2009
Ole Bornedal,Horror|Thriller,Kyra Sedgwick,The Possession,6.4,2012
Ole Bornedal,Horror|Thriller,Kyra Sedgwick,The Possession,6.8,2012
Ole Christian Madsen,Drama|History|Thriller|War,Lars Mikkelsen,Flame and Citron,6.1,2008
Oleg Stepchenko,Adventure|Fantasy|Mystery|Thriller,Jason Flemyng,Viy,6.9,2014
Oliver Blackburn,Crime|Drama|Horror|Thriller,Julian Morris,Donkey Punch,4.7,2008
Oliver Hirschbiegel,Biography|Drama|History|War,Thomas Kretschmann,Downfall,6.4,2004
Oliver Hirschbiegel,Sci-Fi|Thriller,Roger Rees,The Invasion,7.8,2007
Oliver Parker,Comedy,Lily Cole,St. Trinian's,6.3,2007
Oliver Parker,Comedy|Romance,Minnie Driver,An Ideal Husband,6.3,1999
Oliver Parker,Comedy|Drama|Romance,Colin Firth,The Importance of Being Earnest,6.5,2002
Oliver Parker,Action|Adventure|Comedy|Crime,Daniel Kaluuya,Johnny English Reborn,7.3,2011
Oliver Stone,Drama,Michael Wincott,Talk Radio,5.7,1988
Oliver Stone,Drama|History|Thriller|War,Jim Belushi,Salvador,5.8,1986
Oliver Stone,Drama|War,Johnny Depp,Platoon,6,1986
Oliver Stone,Biography|Drama|War,Tom Cruise,Born on the Fourth of July,6.4,1989
Oliver Stone,Crime|Drama,Hal Holbrook,Wall Street,6.6,1987
Oliver Stone,Biography|Drama|History,Toby Jones,W.,6.9,2008
Oliver Stone,Biography|Drama|Music|Musical,Michael Wincott,The Doors,7.2,1991
Oliver Stone,Biography|Drama|History,Anthony Hopkins,Nixon,7.3,1995
Oliver Stone,Crime|Drama|Thriller,Demin Bichir,Savages,7.3,2012
Oliver Stone,Drama|History|Thriller,Sally Kirkland,JFK,7.3,1991
Oliver Stone,Drama|Sport,Al Pacino,Any Given Sunday,7.6,1999
Oliver Stone,Drama,Frank Langella,Wall Street: Money Never Sleeps,7.7,2010
Oliver Stone,Drama|History|Thriller,Nicolas Cage,World Trade Center,7.7,2006
Oliver Stone,Action|Adventure|Biography|Drama|History|Romance|War,Anthony Hopkins,Alexander,8.5,2004
Olivier Assayas,Drama|Music|Romance,Maggie Cheung,Clean,2.2,2004
Olivier Assayas,Comedy|Drama|Romance,Steve Buscemi,"""Paris",6.4,13000000
Olivier Dahan,Biography|Drama|Romance,Paz Vega,Grace of Monaco,7,2014
Olivier Megaton,Action|Crime|Drama|Thriller,Jordi Moll,Colombiana,7.2,2011
Olivier Megaton,Action|Crime|Thriller,Liam Neeson,Taken 2,7.4,2012
Olivier Megaton,Action|Thriller,Liam Neeson,Taken 3,7.4,2014
Oren Moverman,Drama|Romance|War,Steve Buscemi,The Messenger,6,2009
Oren Peli,Horror,Micah Sloat,Paranormal Activity,4.3,2007
Oren Peli,Horror|Sci-Fi|Thriller,Glenn Campbell,Area 51,5.8,2015
Orson Welles,Crime|Drama|Film-Noir|Mystery|Thriller,Rita Hayworth,The Lady from Shanghai,5.3,1947
Ossie Davis,Action|Comedy,Redd Foxx,Cotton Comes to Harlem,5.1,1970
P.J. Hogan,Comedy|Romance,Julia Roberts,My Best Friend's Wedding,7.4,1997
Pan Nalin,Documentary,,Ayurveda: Art of Being,4.2,2001
Pan Nalin,Biography|Documentary|Drama,Bhole Baba,Faith Connections,4.6,2013
Panos Cosmatos,Sci-Fi|Thriller,Chris Gauthier,Beyond the Black Rainbow,5,2010
Paolo Monico,Comedy,Stephanie Szostak,Four Single Fathers,5.5,2009
Paolo Sorrentino,Drama,Toni Servillo,The Great Beauty,6.3,2013
Pascal Arnold,Drama,Karl E. Landler,One to Another,5.3,2006
Pascal Chaumeil,Comedy|Romance,Dany Boon,A Perfect Plan,6.9,2012
Pat Holden,Horror,Alan Brent,When the Lights Went Out,3.5,2012
Pat O'Connor,Drama|Romance,Keanu Reeves,Sweet November,7.2,2001
Patrice Leconte,Drama|Romance,Emir Kusturica,The Widow of Saint-Pierre,6.4,2000
Patricia Cardoso,Drama,Rosie Perez,Lies in Plain Sight,5.4,2010
Patricia Cardoso,Comedy|Drama,America Ferrera,Real Women Have Curves,5.6,2002
Patricia Riggen,Adventure|Drama,America Ferrera,Under the Same Moon,5.2,2007
Patricia Riggen,Drama,Jennifer Garner,Miracles from Heaven,6.4,2016
Patricia Riggen,Biography|Drama|History,Marco Trevio,The 33,6.9,2015
Patricia Rozema,Drama|Family,Julia Ormond,Kit Kittredge: An American Girl,6.2,2008
Patrick Creadon,Documentary,Ken Burns,Wordplay,4.5,2006
Patrick Gilles,History,Emma Caulfield,America Is Still the Place,4.4,2015
Patrick Gilmore,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,Brad Pitt,Sinbad: Legend of the Seven Seas,7.6,2003
Patrick Hughes,Action|Adventure|Thriller,Jason Statham,The Expendables 3,8,2014
Patrick Lussier,Drama|Fantasy|Horror|Thriller,Teryl Rothery,White Noise 2: The Light,6.2,2007
Patrick Lussier,Horror|Thriller,Jensen Ackles,My Bloody Valentine,6.4,2009
Patrick Lussier,Action|Fantasy|Horror|Thriller,Gerard Butler,Dracula 2000,7,2000
Patrick Lussier,Action|Fantasy|Thriller,Nicolas Cage,Drive Angry,7.4,2011
Patrick Meaney,Biography|Documentary,Taliesin Jaffe,The Image Revolution,3,2014
Patrick Read Johnson,Adventure|Comedy|Sci-Fi,Ariana Richards,Spaced Invaders,5.6,1990
Patrick Read Johnson,Adventure|Comedy|Crime|Drama|Family,Joe Mantegna,Baby's Day Out,7.4,1994
Patrick Ryan Sims,Action|Drama|Sci-Fi|Thriller,Claire Gordon-Harper,Echo Dr.,3.3,2013
Patrick Stettner,Crime|Mystery|Thriller,Robin Williams,The Night Listener,5.7,2006
Patrick Stettner,Drama|Thriller,Stockard Channing,The Business of Strangers,5.9,2001
Patrick Tatopoulos,Action|Adventure|Fantasy|Sci-Fi|Thriller,Craig Parker,Underworld: Rise of the Lycans,7.2,2009
Patty Jenkins,Biography|Crime|Drama|Thriller,Charlize Theron,Monster,5.9,2003
Paul Abascal,Action|Crime|Drama|Thriller,Cole Hauser,Paparazzi,6.7,2004
Paul Andrew Williams,Crime|Drama|Thriller,Lorraine Stanley,London to Brighton,4.8,2006
Paul Andrew Williams,Comedy|Crime|Horror|Thriller,Dave Legeno,The Cottage,5.8,2008
Paul Bartel,Action|Comedy|Sci-Fi|Sport,Sylvester Stallone,Death Race 2000,4.1,1975
Paul Bolger,Adventure|Animation|Comedy|Family|Fantasy,Sarah Michelle Gellar,Happily N'Ever After,7.4,2006
Paul Bunnell,Comedy|Fantasy|Musical|Sci-Fi,Kate Maberly,The Ghastly Love of Johnny X,5.3,2012
Paul Crowder,Documentary|Sport,Pel,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.9,2006
Paul Donovan,Action|Sci-Fi,Maury Chaykin,Def-Con 4,5.1,1985
Paul Feig,Adventure|Comedy|Family|Romance,Tyler James Williams,Unaccompanied Minors,6.9,2006
Paul Feig,Action|Comedy|Fantasy|Sci-Fi,Ed Begley Jr.,Ghostbusters,7.1,2016
Paul Feig,Comedy|Romance,Matt Lucas,Bridesmaids,7.1,2011
Paul Feig,Action|Comedy|Crime,Michael Rapaport,The Heat,7.3,2013
Paul Feig,Action|Comedy|Fantasy|Sci-Fi,Ed Begley Jr.,Ghostbusters,8.4,2016
Paul Fierlinger,Animation|Drama,Isabella Rossellini,My Dog Tulip,4.2,2009
Paul Fox,Horror|Thriller,Dov Tiefenbach,The Dark Hours,4.3,2005
Paul Greengrass,Drama|History|War,James Nesbitt,Bloody Sunday,4.4,2002
Paul Greengrass,Drama|History|Thriller,Christian Clemenson,United 93,6.6,2006
Paul Greengrass,Biography|Drama|Thriller,Tom Hanks,Captain Phillips,7.5,2013
Paul Greengrass,Action|Mystery|Thriller,Matt Damon,The Bourne Supremacy,7.9,2004
Paul Greengrass,Action|Drama|Thriller|War,Matt Damon,Green Zone,8,2010
Paul Greengrass,Action|Thriller,Matt Damon,Jason Bourne,8.2,2016
Paul Greengrass,Action|Mystery|Thriller,Matt Damon,The Bourne Ultimatum,8.3,2007
Paul Gross,Comedy|Drama|Romance|Sport,Molly Parker,Men with Brooms,6.1,2002
Paul Gross,Drama|History|Romance|War,Landon Liboiron,Passchendaele,6.7,2008
Paul Haggis,Crime|Drama|Thriller,Don Cheadle,Crash,6.1,2004
Paul Haggis,Crime|Drama|Thriller,Don Cheadle,Crash,6.2,2004
Paul Haggis,Crime|Drama|Mystery|Thriller,James Franco,In the Valley of Elah,6.8,2007
Paul Haggis,Crime|Drama|Romance|Thriller,Olivia Wilde,The Next Three Days,7,2010
Paul Hunter,Action|Comedy|Fantasy,Jaime King,Bulletproof Monk,7.5,2003
Paul King,Animation|Comedy|Family|Fantasy,Julie Walters,Paddington,7.5,2014
Paul Mazursky,Comedy|Crime|Drama,Chazz Palminteri,Faithful,6.4,1996
Paul McGuigan,Crime|Drama|Mystery|Thriller,Bruce Willis,Lucky Number Slevin,5.1,2006
Paul McGuigan,Drama|Mystery|Romance|Thriller,Jessica Par,Wicker Park,6.7,2004
Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein,6.8,2015
Paul McGuigan,Crime|Drama|Mystery|Thriller,Bruce Willis,Lucky Number Slevin,6.9,2006
Paul McGuigan,Drama|Mystery|Romance|Thriller,Jessica Par,Wicker Park,7,2004
Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein,7.2,2015
Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein,7.3,2015
Paul Michael Glaser,Action|Crime|Sci-Fi|Thriller,Yaphet Kotto,The Running Man,7,1987
Paul Schrader,Fantasy|Horror|Thriller,Ed Begley Jr.,Cat People,3.5,1982
Paul Schrader,Drama|Thriller,Nolan Gerard Funk,The Canyons,4,2013
Paul Schrader,Crime|Drama,Dana Delany,Light Sleeper,5.8,1992
Paul Schrader,Drama|Thriller,Nicolas Cage,Dying of the Light,5.8,2014
Paul Schrader,Biography|Crime|Drama,Ed Begley Jr.,Auto Focus,6,2002
Paul Schrader,Drama|War,Veronica Ferres,Adam Resurrected,6.2,2008
Paul Schrader,Fantasy|Horror|Thriller,Ed Begley Jr.,Cat People,6.4,1982
Paul Thomas Anderson,Drama,Don Cheadle,Boogie Nights,6.5,1997
Paul Thomas Anderson,Comedy|Crime|Drama|Mystery|Romance,Martin Dew,Inherent Vice,6.7,2014
Paul Thomas Anderson,Comedy|Drama|Romance|Thriller,Adam Sandler,Punch-Drunk Love,6.9,2002
Paul Thomas Anderson,Drama,Jim Meskimen,There Will Be Blood,6.9,2007
Paul Thomas Anderson,Drama,Mike Howard,The Master,7.2,2012
Paul Thomas Anderson,Drama,Patton Oswalt,Magnolia,7.2,1999
Paul Tibbitt,Adventure|Animation|Comedy|Family|Fantasy,Tim Conway,The SpongeBob Movie: Sponge Out of Water,7.7,2015
Paul Verhoeven,Drama|Thriller|War,Michiel Huisman,Black Book,6.8,2006
Paul Verhoeven,Drama,Bobbie Phillips,Showgirls,7.2,1995
Paul Verhoeven,Action|Sci-Fi,Ronny Cox,Total Recall,7.7,1990
Paul Verhoeven,Action|Horror|Sci-Fi|Thriller,Greg Grunberg,Hollow Man,8,2000
Paul Verhoeven,Action|Sci-Fi|War,Jake Busey,Starship Troopers,8,1997
Paul Verhoeven,Action|Sci-Fi,Ronny Cox,Total Recall,8.2,1990
Paul W.S. Anderson,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christopher Lambert,Mortal Kombat,6.7,1995
Paul W.S. Anderson,Action|Horror|Sci-Fi,Milla Jovovich,Resident Evil,7.2,2002
Paul W.S. Anderson,Action|Adventure|Horror|Sci-Fi,Milla Jovovich,Resident Evil: Afterlife,7.5,2010
Paul W.S. Anderson,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Retribution,7.6,2012
Paul W.S. Anderson,Action|Sci-Fi|Thriller,Jason Statham,Death Race,7.6,2008
Paul W.S. Anderson,Horror|Sci-Fi|Thriller,Sean Pertwee,Event Horizon,7.6,1997
Paul W.S. Anderson,Action|Horror|Sci-Fi|Thriller,Sanaa Lathan,AVP: Alien vs. Predator,7.7,2004
Paul W.S. Anderson,Action|Adventure|Drama|History|Romance,Sasha Roiz,Pompeii,7.8,2014
Paul W.S. Anderson,Action|Drama|Sci-Fi,Connie Nielsen,Soldier,7.8,1998
Paul W.S. Anderson,Action|Adventure|Romance,Milla Jovovich,The Three Musketeers,7.9,2011
Paul Weiland,Comedy|Romance,Busy Philipps,Made of Honor,7.3,2008
Paul Weitz,Comedy,Alyson Hannigan,American Pie,6.4,1999
Paul Weitz,Comedy|Drama|Romance,Tina Fey,Admission,6.4,2013
Paul Weitz,Comedy|Music,Judy Greer,American Dreamz,6.6,2006
Paul Weitz,Comedy|Drama|Romance,Scarlett Johansson,In Good Company,6.9,2004
Paul Weitz,Action|Adventure|Fantasy|Thriller,Josh Hutcherson,Cirque du Freak: The Vampire's Assistant,7.2,2009
Paul Weitz,Comedy|Romance,Robert De Niro,Little Fockers,8.1,2010
Pawel Pawlikowski,Drama|Romance,Paddy Considine,My Summer of Love,5.2,2004
Pawel Pawlikowski,Drama,Joanna Kulig,Ida,5.5,2013
Pece Dingo,Horror,Michael Des Barres,Midnight Cabaret,4.1,1990
Pedro Almodvar,Comedy|Crime|Drama|Mystery,Carmen Maura,Volver,6.2,2006
Penelope Spheeris,Comedy|Music,Tia Carrere,Wayne's World,6.8,1992
Penny Marshall,Comedy|Drama|Family|Fantasy|Romance,Tom Hanks,Big,6.6,1988
Penny Marshall,Comedy|Drama,Ed Begley Jr.,Renaissance Man,7.2,1994
Penny Marshall,Comedy|Drama|Sport,Tom Hanks,A League of Their Own,7.3,1992
Penny Marshall,Biography|Comedy|Drama,Rosie Perez,Riding in Cars with Boys,7.4,2001
Perry Andelin Blake,Comedy|Family,Jennifer Esposito,The Master of Disguise,6.6,2002
Perry Lang,Action|Drama|Thriller,Catherine Bell,Men of War,5.9,1994
Pete Docter,Adventure|Animation|Comedy|Family|Fantasy,Steve Buscemi,"""Monsters",8.2,115000000
Pete Docter,Adventure|Animation|Comedy|Drama|Family|Fantasy,Amy Poehler,Inside Out,8.8,2015
Pete Docter,Adventure|Animation|Comedy|Family,John Ratzenberger,Up,9.1,2009
Pete Jones,Drama,Brian Dennehy,Stolen Summer,5.2,2002
Pete Travis,Action|Sci-Fi,Wood Harris,Dredd,7.3,2012
Pete Travis,Crime|Drama|Mystery|Thriller,Dennis Quaid,Vantage Point,7.3,2008
Pete Travis,Action|Sci-Fi,Wood Harris,Dredd,7.9,2012
Peter Atencio,Action|Comedy,Nia Long,Keanu,6.5,2016
Peter Berg,Comedy|Crime|Thriller,Jon Favreau,Very Bad Things,6.2,1998
Peter Berg,Action|Biography|Drama|Thriller|War,Jerry Ferrara,Lone Survivor,7.3,2013
Peter Berg,Action|Drama|Thriller,Jennifer Garner,The Kingdom,7.7,2007
Peter Berg,Action|Adventure|Comedy|Thriller,Dwayne Johnson,The Rundown,7.9,2003
Peter Berg,Action|Drama,Will Smith,Hancock,8.5,2008
Peter Berg,Action|Adventure|Sci-Fi|Thriller,Liam Neeson,Battleship,624,2012
Peter Billingsley,Comedy,Jon Favreau,Couples Retreat,7.6,2009
Peter Care,Comedy|Drama,Kieran Culkin,The Dangerous Lives of Altar Boys,6.3,2002
Peter Cattaneo,Comedy|Drama|Music,Tom Wilkinson,The Full Monty,4.9,1997
Peter Cattaneo,Comedy|Drama|Music,Tom Wilkinson,The Full Monty,5.6,1997
Peter Cattaneo,Comedy|Crime|Romance,James Nesbitt,Lucky Break,5.9,2001
Peter Cattaneo,Drama|Family,Jacqueline McKenzie,Opal Dream,6.1,2006
Peter Cattaneo,Comedy|Music,Emma Stone,The Rocker,6.5,2008
Peter Chelsom,Comedy|Drama,Kieran Culkin,The Mighty,3.4,1998
Peter Chelsom,Comedy|Romance,Lilli Lavine,Serendipity,7,2001
Peter Chelsom,Comedy|Drama|Family|Music|Romance,Emily Osment,Hannah Montana: The Movie,7.1,2009
Peter Chelsom,Comedy|Drama|Romance,Lisa Ann Walter,Shall We Dance,7.3,2004
Peter Chelsom,Comedy|Romance,Del Zamora,Town & Country,8.1,2001
Peter Cousens,Drama|Family|Music,Sharon Leal,Freedom,6.5,2014
Peter DeLuise,Comedy,Katherine McNamara,R.L. Stine's Monsterville: The Cabinet of Souls,5.7,2015
Peter Faiman,Adventure|Comedy,Paul Hogan,Crocodile Dundee,6.1,1986
Peter Farrelly,Comedy,Lauren Holly,Dumb & Dumber,6.6,1994
Peter Flinth,Action|Adventure|Drama|Romance|War,Gustaf Skarsgrd,Arn: The Knight Templar,6.6,2007
Peter H. Hunt,Drama|Family|History|Musical,Blythe Danner,1776,5.7,1972
Peter Hastings,Comedy|Family|Music|Musical,Haley Joel Osment,The Country Bears,6.7,2002
Peter Hedges,Comedy|Drama,Oliver Platt,Pieces of April,4.2,2003
Peter Hedges,Comedy|Drama|Family|Fantasy,Jennifer Garner,The Odd Life of Timothy Green,7.3,2012
Peter Hewitt,Adventure|Comedy|Fantasy|Music|Sci-Fi,Keanu Reeves,Bill & Ted's Bogus Journey,6.7,1991
Peter Hewitt,Adventure|Comedy|Family|Fantasy,Jim Broadbent,The Borrowers,7,1997
Peter Hewitt,Action|Adventure|Family|Sci-Fi,Kevin Zegers,Zoom,7.1,2006
Peter Hewitt,Animation|Comedy|Family|Fantasy,Bill Murray,Garfield,7.4,2004
Peter Ho-Sun Chan,Action|Drama|History|Romance|War,Jet Li,The Warlords,7.2,2007
Peter Howitt,Comedy|Drama|Fantasy|Romance,Jeanne Tripplehorn,Sliding Doors,5.9,1998
Peter Howitt,Action|Crime|Drama|Thriller,Tyler Labine,Antitrust,7,2001
Peter Howitt,Comedy|Romance,Frances Fisher,Laws of Attraction,7.1,2004
Peter Howitt,Action|Adventure|Comedy,Kevin McNally,Johnny English,7.3,2003
Peter Hyams,Action|Sci-Fi|Thriller,David Huddleston,Capricorn One,5.8,1977
Peter Hyams,Action|Crime|Sci-Fi|Thriller,Mia Sara,Timecop,7,1994
Peter Hyams,Action|Adventure|Romance,Catherine Deneuve,The Musketeer,7.2,2001
Peter Hyams,Horror|Mystery|Sci-Fi|Thriller,John Kapelos,The Relic,7.6,1997
Peter Hyams,Action|Adventure|Horror|Sci-Fi|Thriller,David Oyelowo,A Sound of Thunder,7.8,2005
Peter Hyams,Action|Fantasy|Horror|Mystery,CCH Pounder,End of Days,8.1,1999
Peter Jackson,Action|Adventure|Drama|Romance,Naomi Watts,King Kong,4.6,2005
Peter Jackson,Drama|Fantasy|Thriller,Michael Imperioli,The Lovely Bones,4.9,2009
Peter Jackson,Biography|Crime|Drama|Romance|Thriller,Kate Winslet,Heavenly Creatures,5.8,1994
Peter Jackson,Action|Adventure|Drama|Romance,Naomi Watts,King Kong,6.8,2005
Peter Jackson,Action|Adventure|Drama|Fantasy,Christopher Lee,The Lord of the Rings: The Two Towers,8,2002
Peter Jackson,Action|Adventure|Drama|Fantasy,Orlando Bloom,The Lord of the Rings: The Return of the King,8,2003
Peter Jackson,Drama|Fantasy|Thriller,Michael Imperioli,The Lovely Bones,8,2009
Peter Jackson,Action|Adventure|Drama|Fantasy,Christopher Lee,The Lord of the Rings: The Fellowship of the Ring,8.1,2001
Peter Jackson,Adventure|Fantasy,Aidan Turner,The Hobbit: An Unexpected Journey,8.6,2012
Peter Jackson,Action|Adventure|Drama|Romance,Naomi Watts,King Kong,674,2005
Peter Jackson,Adventure|Fantasy,Aidan Turner,The Hobbit: The Desolation of Smaug,706,2013
Peter Jackson,Adventure|Fantasy,Aidan Turner,The Hobbit: The Battle of the Five Armies,774,2014
Peter Kassovitz,Drama|War,Robin Williams,Jakob the Liar,6.5,1999
Peter Kosminsky,Drama,Patrick Fugit,White Oleander,6.6,2002
Peter Landesman,Biography|Drama|Sport,Will Smith,Concussion,7.1,2015
Peter Lepeniotis,Adventure|Animation|Comedy|Family,Liam Neeson,The Nut Job,7,2014
Peter Lord,Adventure|Animation|Comedy|Drama|Family,Imelda Staunton,Chicken Run,7.3,2000
Peter Lord,Adventure|Animation|Comedy|Family,Salma Hayek,The Pirates! Band of Misfits,7.5,2012
